num of nodes, num of messages, latency ns
5, 2, 2546
5, 2, 953
5, 1, 2760
5, 4, 2304
5, 4, 1091
5, 4, 1065
5, 4, 1798
5, 3, 3422
5, 3, 2237
5, 3, 2207
5, 2, 2424
5, 2, 807
5, 1, 2344
5, 4, 2309
5, 4, 976
5, 4, 930
5, 4, 1798
5, 3, 2726
5, 3, 925
5, 3, 871
5, 2, 2647
5, 2, 1146
5, 1, 2401
5, 4, 2406
5, 4, 941
5, 4, 867
5, 4, 1798
5, 3, 2277
5, 3, 983
5, 3, 1032
5, 2, 2254
5, 2, 1246
5, 1, 2501
5, 4, 4982
5, 4, 3652
5, 4, 3602
5, 4, 1798
5, 3, 2471
5, 3, 1183
5, 3, 1063
5, 2, 2711
5, 2, 1091
5, 1, 2323
5, 4, 2645
5, 4, 1248
5, 4, 1067
5, 4, 1798
5, 3, 2276
5, 3, 1153
5, 3, 1052
5, 2, 2298
5, 2, 1140
5, 1, 2222
5, 4, 2252
5, 4, 1081
5, 4, 1091
5, 4, 1798
5, 3, 2258
5, 3, 1110
5, 3, 924
5, 2, 2286
5, 2, 1132
5, 1, 2377
5, 4, 2687
5, 4, 1176
5, 4, 1169
5, 4, 1798
5, 3, 2201
5, 3, 960
5, 3, 932
5, 2, 2119
5, 2, 987
5, 1, 2385
5, 4, 34445
5, 4, 33118
5, 4, 32991
5, 4, 33062
5, 3, 2214
5, 3, 1158
5, 3, 1051
5, 2, 2318
5, 2, 1073
5, 1, 2356
5, 4, 2222
5, 4, 1100
5, 4, 943
5, 4, 33062
5, 3, 2222
5, 3, 1093
5, 3, 1035
5, 2, 2622
5, 2, 1277
5, 1, 2250
5, 4, 2270
5, 4, 1113
5, 4, 1048
5, 4, 33062
5, 3, 2230
5, 3, 1068
5, 3, 980
5, 2, 2291
5, 2, 1062
5, 1, 2347
5, 4, 2347
5, 4, 1000
5, 4, 1001
5, 4, 1027
5, 3, 2713
5, 3, 1023
5, 3, 1067
5, 2, 2447
5, 2, 1170
5, 1, 2513
5, 4, 2995
5, 4, 1534
5, 4, 1438
5, 4, 1440
5, 3, 2310
5, 3, 1140
5, 3, 1129
5, 2, 2071
5, 2, 976
5, 1, 2141
5, 4, 4202
5, 4, 2797
5, 4, 2614
5, 4, 2628
5, 3, 2279
5, 3, 1047
5, 3, 975
5, 2, 2188
5, 2, 1003
5, 1, 2584
5, 4, 2419
5, 4, 1174
5, 4, 983
5, 4, 2628
5, 3, 3986
5, 3, 2561
5, 3, 2401
5, 2, 2183
5, 2, 963
5, 1, 2684
5, 4, 2684
5, 4, 1144
5, 4, 1127
5, 4, 980
5, 3, 2217
5, 3, 1140
5, 3, 1084
5, 2, 6043
5, 2, 4762
5, 1, 2213
5, 4, 2213
5, 4, 1051
5, 4, 1063
5, 4, 1013
5, 3, 2526
5, 3, 884
5, 3, 929
5, 2, 2247
5, 2, 1108
5, 1, 2207
5, 4, 2551
5, 4, 1005
5, 4, 1006
5, 4, 1013
5, 3, 2230
5, 3, 963
5, 3, 1025
5, 2, 2093
5, 2, 1024
5, 1, 2611
5, 4, 2350
5, 4, 1035
5, 4, 1042
5, 4, 1013
5, 3, 2769
5, 3, 1192
5, 3, 997
5, 2, 2303
5, 2, 1064
5, 1, 2230
5, 4, 2269
5, 4, 1110
5, 4, 1019
5, 4, 1013
5, 3, 2678
5, 3, 1118
5, 3, 960
5, 2, 4045
5, 2, 1815
5, 1, 2375
5, 4, 2296
5, 4, 1224
5, 4, 1048
5, 4, 1013
5, 3, 2448
5, 3, 1179
5, 3, 1176
5, 2, 2352
5, 2, 910
5, 1, 2705
5, 4, 2705
5, 4, 942
5, 4, 1027
5, 4, 886
5, 3, 2239
5, 3, 1091
5, 3, 1133
5, 2, 2418
5, 2, 1151
5, 1, 2247
5, 4, 2247
5, 4, 993
5, 4, 1010
5, 4, 959
5, 3, 2394
5, 3, 985
5, 3, 930
5, 2, 4501
5, 2, 3359
5, 1, 2145
5, 4, 2462
5, 4, 1173
5, 4, 1057
5, 4, 959
5, 3, 2472
5, 3, 884
5, 3, 868
5, 2, 2388
5, 2, 1125
5, 1, 2631
5, 4, 2256
5, 4, 1198
5, 4, 1152
5, 4, 959
5, 3, 2455
5, 3, 1209
5, 3, 1150
5, 2, 2386
5, 2, 1101
5, 1, 2387
5, 4, 2841
5, 4, 1074
5, 4, 1037
5, 4, 959
5, 3, 2785
5, 3, 1645
5, 3, 1239
5, 2, 2255
5, 2, 1084
5, 1, 2435
5, 4, 2132
5, 4, 976
5, 4, 895
5, 4, 959
5, 3, 2404
5, 3, 1138
5, 3, 1013
5, 2, 33459
5, 2, 32360
5, 1, 2628
5, 4, 2861
5, 4, 1628
5, 4, 1569
5, 4, 1533
5, 3, 2499
5, 3, 1027
5, 3, 867
5, 2, 2397
5, 2, 1310
5, 1, 2733
5, 4, 2383
5, 4, 1211
5, 4, 1214
5, 4, 1533
5, 3, 2427
5, 3, 983
5, 3, 819
5, 2, 2600
5, 2, 1003
5, 1, 3153
5, 4, 3153
5, 4, 1151
5, 4, 1025
5, 4, 995
5, 3, 2206
5, 3, 1352
5, 3, 1209
5, 2, 2222
5, 2, 979
5, 1, 6286
5, 4, 2078
5, 4, 1138
5, 4, 1058
5, 4, 995
5, 3, 2483
5, 3, 1049
5, 3, 982
5, 2, 2233
5, 2, 940
5, 1, 2270
5, 4, 2385
5, 4, 1128
5, 4, 1018
5, 4, 995
5, 3, 2098
5, 3, 1332
5, 3, 1371
5, 2, 2426
5, 2, 1137
5, 1, 2294
5, 4, 7467
5, 4, 5667
5, 4, 5498
5, 4, 5375
5, 3, 2554
5, 3, 1332
5, 3, 1169
5, 2, 2845
5, 2, 1752
5, 1, 2236
5, 4, 2236
5, 4, 1392
5, 4, 1276
5, 4, 1138
5, 3, 2385
5, 3, 1085
5, 3, 1113
5, 2, 2220
5, 2, 1135
5, 1, 2484
5, 4, 2506
5, 4, 1434
5, 4, 1375
5, 4, 1345
5, 3, 2312
5, 3, 1129
5, 3, 1062
5, 2, 2242
5, 2, 1227
5, 1, 2510
5, 4, 2510
5, 4, 1232
5, 4, 1182
5, 4, 1113
5, 3, 2971
5, 3, 1102
5, 3, 908
5, 2, 2325
5, 2, 941
5, 1, 2576
5, 4, 2347
5, 4, 1153
5, 4, 1066
5, 4, 1113
5, 3, 2695
5, 3, 1072
5, 3, 960
5, 2, 2234
5, 2, 1076
5, 1, 2178
5, 4, 2391
5, 4, 1173
5, 4, 1064
5, 4, 1113
5, 3, 2779
5, 3, 1171
5, 3, 1138
5, 2, 31986
5, 2, 30683
5, 1, 2326
5, 4, 2326
5, 4, 1083
5, 4, 1019
5, 4, 993
5, 3, 2236
5, 3, 1230
5, 3, 1091
5, 2, 2298
5, 2, 1075
5, 1, 2298
5, 4, 3221
5, 4, 1965
5, 4, 1804
5, 4, 1788
5, 3, 3221
5, 3, 838
5, 3, 735
5, 2, 2485
5, 2, 1207
5, 1, 2528
5, 4, 2528
5, 4, 1250
5, 4, 1137
5, 4, 1041
5, 3, 2251
5, 3, 1007
5, 3, 880
5, 2, 2513
5, 2, 1151
5, 1, 2292
5, 4, 2450
5, 4, 1081
5, 4, 977
5, 4, 1041
5, 3, 2146
5, 3, 1114
5, 3, 1044
5, 2, 2315
5, 2, 1135
5, 1, 2360
5, 4, 2716
5, 4, 1034
5, 4, 1008
5, 4, 1041
5, 3, 2362
5, 3, 1082
5, 3, 1133
5, 2, 2351
5, 2, 895
5, 1, 2393
5, 4, 2429
5, 4, 1247
5, 4, 1132
5, 4, 1041
5, 3, 2671
5, 3, 1079
5, 3, 932
5, 2, 2767
5, 2, 1078
5, 1, 2755
5, 4, 2537
5, 4, 1310
5, 4, 1101
5, 4, 1041
5, 3, 2224
5, 3, 1228
5, 3, 1193
5, 2, 2577
5, 2, 1340
5, 1, 2291
5, 4, 2191
5, 4, 1114
5, 4, 1024
5, 4, 1041
5, 3, 2282
5, 3, 1320
5, 3, 1226
5, 2, 2216
5, 2, 1129
5, 1, 2681
5, 4, 2642
5, 4, 975
5, 4, 800
5, 4, 1041
5, 3, 2153
5, 3, 1005
5, 3, 937
5, 2, 2259
5, 2, 1062
5, 1, 2484
5, 4, 2484
5, 4, 1001
5, 4, 1199
5, 4, 994
5, 3, 2395
5, 3, 1048
5, 3, 1075
5, 2, 2360
5, 2, 1092
5, 1, 3851
5, 4, 2061
5, 4, 863
5, 4, 960
5, 4, 994
5, 3, 2362
5, 3, 1115
5, 3, 1059
5, 2, 2551
5, 2, 1000
5, 1, 2351
5, 4, 2689
5, 4, 989
5, 4, 1082
5, 4, 994
5, 3, 2231
5, 3, 1153
5, 3, 1130
5, 2, 2317
5, 2, 1151
5, 1, 2888
5, 4, 2584
5, 4, 1170
5, 4, 1109
5, 4, 994
5, 3, 2083
5, 3, 1093
5, 3, 1083
5, 2, 2732
5, 2, 1103
5, 1, 2357
5, 4, 10939
5, 4, 8651
5, 4, 8743
5, 4, 8658
5, 3, 2229
5, 3, 1108
5, 3, 859
5, 2, 2324
5, 2, 1274
5, 1, 2119
5, 4, 2255
5, 4, 1464
5, 4, 1368
5, 4, 8658
5, 3, 2317
5, 3, 988
5, 3, 1005
5, 2, 2145
5, 2, 953
5, 1, 2278
5, 4, 2278
5, 4, 1056
5, 4, 1001
5, 4, 884
5, 3, 2385
5, 3, 979
5, 3, 816
5, 2, 2942
5, 2, 947
5, 1, 2277
5, 4, 2294
5, 4, 1024
5, 4, 1067
5, 4, 884
5, 3, 2244
5, 3, 1041
5, 3, 1032
5, 2, 2168
5, 2, 899
5, 1, 2160
5, 4, 2201
5, 4, 1109
5, 4, 1056
5, 4, 884
5, 3, 2738
5, 3, 1336
5, 3, 1128
5, 2, 2266
5, 2, 1096
5, 1, 2413
5, 4, 2603
5, 4, 1211
5, 4, 1176
5, 4, 884
5, 3, 2419
5, 3, 1222
5, 3, 1133
5, 2, 2532
5, 2, 882
5, 1, 2794
5, 4, 2357
5, 4, 1046
5, 4, 1128
5, 4, 884
5, 3, 2240
5, 3, 1103
5, 3, 924
5, 2, 3091
5, 2, 1263
5, 1, 2347
5, 4, 2339
5, 4, 925
5, 4, 980
5, 4, 884
5, 3, 2227
5, 3, 1042
5, 3, 973
5, 2, 2407
5, 2, 1410
5, 1, 2510
5, 4, 2854
5, 4, 1474
5, 4, 1135
5, 4, 884
5, 3, 2596
5, 3, 1112
5, 3, 1030
5, 2, 2164
5, 2, 990
5, 1, 2329
5, 4, 2379
5, 4, 1243
5, 4, 1070
5, 4, 884
5, 3, 2166
5, 3, 999
5, 3, 1001
5, 2, 2327
5, 2, 1077
5, 1, 2126
5, 4, 2327
5, 4, 1103
5, 4, 975
5, 4, 884
5, 3, 2388
5, 3, 1197
5, 3, 1044
5, 2, 2204
5, 2, 1055
5, 1, 2243
5, 4, 2243
5, 4, 1124
5, 4, 1133
5, 4, 1040
5, 3, 2354
5, 3, 1020
5, 3, 995
5, 2, 3507
5, 2, 1405
5, 1, 2520
5, 4, 2225
5, 4, 1089
5, 4, 1056
5, 4, 1040
5, 3, 2137
5, 3, 1101
5, 3, 885
5, 2, 2228
5, 2, 1170
5, 1, 2032
5, 4, 2466
5, 4, 1187
5, 4, 1021
5, 4, 1040
5, 3, 2313
5, 3, 1123
5, 3, 1020
5, 2, 2482
5, 2, 1105
5, 1, 2208
5, 4, 3294
5, 4, 2229
5, 4, 2212
5, 4, 2020
5, 3, 2265
5, 3, 1000
5, 3, 798
5, 2, 2619
5, 2, 1376
5, 1, 2292
5, 4, 11793
5, 4, 1376
5, 4, 886
5, 4, 796
5, 3, 2557
5, 3, 1055
5, 3, 900
5, 2, 2122
5, 2, 1155
5, 1, 2070
5, 4, 2070
5, 4, 1016
5, 4, 1041
5, 4, 951
5, 3, 2344
5, 3, 1150
5, 3, 1006
5, 2, 2647
5, 2, 927
5, 1, 2717
5, 4, 2366
5, 4, 2183
5, 4, 2009
5, 4, 951
5, 3, 2088
5, 3, 993
5, 3, 870
5, 2, 2379
5, 2, 1020
5, 1, 2402
5, 4, 2928
5, 4, 1050
5, 4, 962
5, 4, 951
5, 3, 2593
5, 3, 1117
5, 3, 953
5, 2, 3348
5, 2, 1464
5, 1, 2247
5, 4, 3628
5, 4, 1277
5, 4, 1133
5, 4, 951
5, 3, 2205
5, 3, 963
5, 3, 957
5, 2, 2285
5, 2, 945
5, 1, 2676
5, 4, 2482
5, 4, 1197
5, 4, 1074
5, 4, 951
5, 3, 2503
5, 3, 1276
5, 3, 1155
5, 2, 2304
5, 2, 1243
5, 1, 2131
5, 4, 2131
5, 4, 1021
5, 4, 1007
5, 4, 985
5, 3, 2418
5, 3, 1162
5, 3, 1001
5, 2, 2520
5, 2, 1167
5, 1, 2597
5, 4, 2224
5, 4, 1069
5, 4, 881
5, 4, 985
5, 3, 2110
5, 3, 1611
5, 3, 1278
5, 2, 2632
5, 2, 1076
5, 1, 2485
5, 4, 3123
5, 4, 1351
5, 4, 1067
5, 4, 985
5, 3, 2311
5, 3, 1104
5, 3, 932
5, 2, 2363
5, 2, 1099
5, 1, 2657
5, 4, 2315
5, 4, 1044
5, 4, 1032
5, 4, 985
5, 3, 2323
5, 3, 1095
5, 3, 1054
5, 2, 2118
5, 2, 945
5, 1, 2724
5, 4, 2724
5, 4, 1187
5, 4, 1210
5, 4, 1087
5, 3, 11507
5, 3, 12830
5, 3, 13101
5, 2, 2183
5, 2, 940
5, 1, 2235
5, 4, 2937
5, 4, 1024
5, 4, 1060
5, 4, 1087
5, 3, 2441
5, 3, 1153
5, 3, 1160
5, 2, 2328
5, 2, 1136
5, 1, 2379
5, 4, 2357
5, 4, 1120
5, 4, 1056
5, 4, 1087
5, 3, 2418
5, 3, 1050
5, 3, 1056
5, 2, 2143
5, 2, 1043
5, 1, 2389
5, 4, 2339
5, 4, 1183
5, 4, 1069
5, 4, 1087
5, 3, 34673
5, 3, 33579
5, 3, 33467
5, 2, 2507
5, 2, 1260
5, 1, 2175
5, 4, 2359
5, 4, 1143
5, 4, 1066
5, 4, 1087
5, 3, 2550
5, 3, 1183
5, 3, 1216
5, 2, 2633
5, 2, 1469
5, 1, 2334
5, 4, 2334
5, 4, 1297
5, 4, 1243
5, 4, 1222
5, 3, 2349
5, 3, 1163
5, 3, 1119
5, 2, 2266
5, 2, 1031
5, 1, 2603
5, 4, 2104
5, 4, 1244
5, 4, 1119
5, 4, 1007
5, 3, 2803
5, 3, 1164
5, 3, 1047
5, 2, 2644
5, 2, 1235
5, 1, 2730
5, 4, 3442
5, 4, 1156
5, 4, 1080
5, 4, 1007
5, 3, 2333
5, 3, 959
5, 3, 917
5, 2, 2234
5, 2, 1099
5, 1, 2537
5, 4, 2367
5, 4, 1176
5, 4, 1121
5, 4, 1007
5, 3, 2202
5, 3, 2021
5, 3, 2066
5, 2, 2743
5, 2, 1012
5, 1, 2559
5, 4, 2822
5, 4, 1627
5, 4, 1413
5, 4, 1558
5, 3, 2250
5, 3, 1153
5, 3, 1106
5, 2, 2211
5, 2, 1162
5, 1, 6128
5, 4, 2865
5, 4, 1278
5, 4, 1064
5, 4, 1558
5, 3, 2259
5, 3, 1034
5, 3, 1052
5, 2, 2807
5, 2, 1149
5, 1, 2538
5, 4, 2355
5, 4, 1116
5, 4, 1167
5, 4, 1558
5, 3, 2471
5, 3, 1138
5, 3, 962
5, 2, 2110
5, 2, 1010
5, 1, 2287
5, 4, 2476
5, 4, 1118
5, 4, 1104
5, 4, 1558
5, 3, 2316
5, 3, 1146
5, 3, 1009
5, 2, 2172
5, 2, 977
5, 1, 2397
5, 4, 3257
5, 4, 1775
5, 4, 1666
5, 4, 1628
5, 3, 2317
5, 3, 1224
5, 3, 618
5, 2, 2551
5, 2, 1110
5, 1, 2507
5, 4, 2227
5, 4, 1149
5, 4, 963
5, 4, 1628
5, 3, 3600
5, 3, 1226
5, 3, 1114
5, 2, 46451
5, 2, 45067
5, 1, 2478
5, 4, 2478
5, 4, 1019
5, 4, 989
5, 4, 821
5, 3, 2116
5, 3, 1204
5, 3, 1139
5, 2, 2303
5, 2, 930
5, 1, 2261
5, 4, 4794
5, 4, 2562
5, 4, 2426
5, 4, 2351
5, 3, 2639
5, 3, 1405
5, 3, 1392
5, 2, 2179
5, 2, 973
5, 1, 2063
5, 4, 2063
5, 4, 1202
5, 4, 1155
5, 4, 1023
5, 3, 2731
5, 3, 1015
5, 3, 1065
5, 2, 2248
5, 2, 1061
5, 1, 2827
5, 4, 2428
5, 4, 1179
5, 4, 1051
5, 4, 1023
5, 3, 2720
5, 3, 1426
5, 3, 1419
5, 2, 3193
5, 2, 1468
5, 1, 2385
5, 4, 2502
5, 4, 1204
5, 4, 1031
5, 4, 1023
5, 3, 2296
5, 3, 1029
5, 3, 1051
5, 2, 2227
5, 2, 913
5, 1, 2100
end of: 4 nodes ring test
4, 3, 2036
4, 3, 1216
4, 3, 1099
4, 2, 2491
4, 2, 856
4, 1, 1796
4, 3, 1910
4, 3, 801
4, 3, 1099
4, 2, 35168
4, 2, 33867
4, 1, 2000
4, 3, 4282
4, 3, 2663
4, 3, 2616
4, 2, 2504
4, 2, 787
4, 1, 2278
4, 3, 2278
4, 3, 822
4, 3, 671
4, 2, 3188
4, 2, 1878
4, 1, 2195
4, 3, 2023
4, 3, 755
4, 3, 671
4, 2, 2129
4, 2, 807
4, 1, 2017
4, 3, 2017
4, 3, 711
4, 3, 760
4, 2, 2277
4, 2, 1072
4, 1, 2149
4, 3, 2149
4, 3, 841
4, 3, 847
4, 2, 2113
4, 2, 677
4, 1, 2005
4, 3, 2005
4, 3, 866
4, 3, 830
4, 2, 2098
4, 2, 984
4, 1, 2266
4, 3, 2475
4, 3, 1246
4, 3, 1058
4, 2, 2320
4, 2, 1087
4, 1, 2291
4, 3, 2708
4, 3, 1179
4, 3, 934
4, 2, 1905
4, 2, 817
4, 1, 2283
4, 3, 2017
4, 3, 851
4, 3, 934
4, 2, 2392
4, 2, 1014
4, 1, 2103
4, 3, 1993
4, 3, 713
4, 3, 934
4, 2, 2022
4, 2, 929
4, 1, 1993
4, 3, 2454
4, 3, 1192
4, 3, 1119
4, 2, 2208
4, 2, 847
4, 1, 2392
4, 3, 2582
4, 3, 1252
4, 3, 1164
4, 2, 1973
4, 2, 753
4, 1, 2014
4, 3, 3024
4, 3, 1309
4, 3, 1120
4, 2, 2110
4, 2, 821
4, 1, 2706
4, 3, 2322
4, 3, 1146
4, 3, 1038
4, 2, 2275
4, 2, 684
4, 1, 2108
4, 3, 2108
4, 3, 895
4, 3, 884
4, 2, 2442
4, 2, 755
4, 1, 2908
4, 3, 2908
4, 3, 1019
4, 3, 855
4, 2, 1942
4, 2, 842
4, 1, 2184
4, 3, 2388
4, 3, 1129
4, 3, 1190
4, 2, 1842
4, 2, 702
4, 1, 2550
4, 3, 2550
4, 3, 824
4, 3, 730
4, 2, 2015
4, 2, 834
4, 1, 1974
4, 3, 2382
4, 3, 1192
4, 3, 1059
4, 2, 2262
4, 2, 1162
4, 1, 2313
4, 3, 2329
4, 3, 1111
4, 3, 1169
4, 2, 2178
4, 2, 775
4, 1, 1953
4, 3, 4005
4, 3, 2098
4, 3, 2010
4, 2, 2032
4, 2, 823
4, 1, 2048
4, 3, 2349
4, 3, 1177
4, 3, 1069
4, 2, 1961
4, 2, 656
4, 1, 2225
4, 3, 2225
4, 3, 905
4, 3, 888
4, 2, 2069
4, 2, 854
4, 1, 2081
4, 3, 2390
4, 3, 1168
4, 3, 1116
4, 2, 2074
4, 2, 962
4, 1, 2221
4, 3, 2039
4, 3, 849
4, 3, 1116
4, 2, 2152
4, 2, 890
4, 1, 2404
4, 3, 2068
4, 3, 777
4, 3, 1116
4, 2, 2046
4, 2, 880
4, 1, 2156
4, 3, 2211
4, 3, 783
4, 3, 1116
4, 2, 2484
4, 2, 776
4, 1, 2015
4, 3, 2473
4, 3, 1140
4, 3, 1075
4, 2, 2093
4, 2, 694
4, 1, 2117
4, 3, 2229
4, 3, 1089
4, 3, 995
4, 2, 1959
4, 2, 733
4, 1, 3129
4, 3, 3129
4, 3, 854
4, 3, 673
4, 2, 2184
4, 2, 807
4, 1, 2173
4, 3, 99441
4, 3, 98048
4, 3, 98104
4, 2, 3008
4, 2, 1818
4, 1, 2422
4, 3, 2383
4, 3, 1175
4, 3, 1018
4, 2, 1823
4, 2, 668
4, 1, 2080
4, 3, 2495
4, 3, 1239
4, 3, 1165
4, 2, 2286
4, 2, 891
4, 1, 2087
4, 3, 2087
4, 3, 2123
4, 3, 807
4, 2, 2201
4, 2, 737
4, 1, 2137
4, 3, 2578
4, 3, 1190
4, 3, 1132
4, 2, 1997
4, 2, 756
4, 1, 2348
4, 3, 2585
4, 3, 1246
4, 3, 1172
4, 2, 2025
4, 2, 823
4, 1, 2287
4, 3, 1983
4, 3, 708
4, 3, 1172
4, 2, 2089
4, 2, 923
4, 1, 1915
4, 3, 2438
4, 3, 1226
4, 3, 1056
4, 2, 2047
4, 2, 877
4, 1, 2081
4, 3, 1938
4, 3, 893
4, 3, 1056
4, 2, 2024
4, 2, 780
4, 1, 1947
4, 3, 2282
4, 3, 1156
4, 3, 1081
4, 2, 2289
4, 2, 742
4, 1, 2132
4, 3, 1942
4, 3, 765
4, 3, 1081
4, 2, 2378
4, 2, 741
4, 1, 2189
4, 3, 2189
4, 3, 817
4, 3, 880
4, 2, 1984
4, 2, 775
4, 1, 2418
4, 3, 2539
4, 3, 866
4, 3, 880
4, 2, 2105
4, 2, 903
4, 1, 2653
4, 3, 2653
4, 3, 737
4, 3, 745
4, 2, 2372
4, 2, 1312
4, 1, 2066
4, 3, 2138
4, 3, 1087
4, 3, 972
4, 2, 1958
4, 2, 942
4, 1, 2054
4, 3, 2361
4, 3, 1204
4, 3, 998
4, 2, 2407
4, 2, 878
4, 1, 2359
4, 3, 1908
4, 3, 676
4, 3, 998
4, 2, 2153
4, 2, 798
4, 1, 2321
4, 3, 2312
4, 3, 1223
4, 3, 1178
4, 2, 3775
4, 2, 1451
4, 1, 2031
4, 3, 2146
4, 3, 689
4, 3, 1178
4, 2, 2311
4, 2, 1263
4, 1, 1980
4, 3, 2839
4, 3, 1225
4, 3, 1209
4, 2, 2033
4, 2, 911
4, 1, 2162
4, 3, 2033
4, 3, 756
4, 3, 1209
4, 2, 2503
4, 2, 841
4, 1, 2343
4, 3, 1984
4, 3, 799
4, 3, 1209
4, 2, 2206
4, 2, 784
4, 1, 1866
4, 3, 2813
4, 3, 1188
4, 3, 1129
4, 2, 2359
4, 2, 1298
4, 1, 2030
4, 3, 2498
4, 3, 1044
4, 3, 1110
4, 2, 2230
4, 2, 736
4, 1, 2112
4, 3, 1384
4, 3, 1134
4, 3, 1112
4, 2, 1264
4, 2, 1094
4, 1, 1067
4, 3, 1365
4, 3, 1167
4, 3, 1091
4, 2, 1354
4, 2, 1065
4, 1, 1223
4, 3, 1191
4, 3, 1006
4, 3, 913
4, 2, 1563
4, 2, 1231
4, 1, 1368
4, 3, 1387
4, 3, 1074
4, 3, 982
4, 2, 1177
4, 2, 1010
4, 1, 1293
4, 3, 1708
4, 3, 1447
4, 3, 1103
4, 2, 1179
4, 2, 961
4, 1, 1343
4, 3, 1221
4, 3, 1040
4, 3, 1021
4, 2, 1316
4, 2, 1108
4, 1, 1081
4, 3, 1304
4, 3, 1139
4, 3, 1090
4, 2, 1137
4, 2, 869
4, 1, 1280
4, 3, 1380
4, 3, 982
4, 3, 1070
4, 2, 1320
4, 2, 957
4, 1, 1281
4, 3, 1457
4, 3, 1137
4, 3, 1222
4, 2, 1208
4, 2, 1144
4, 1, 1291
4, 3, 1226
4, 3, 1020
4, 3, 1089
4, 2, 1760
4, 2, 1671
4, 1, 2503
4, 3, 1391
4, 3, 1170
4, 3, 1131
4, 2, 1211
4, 2, 1037
4, 1, 1447
4, 3, 1405
4, 3, 1020
4, 3, 1023
4, 2, 1335
4, 2, 1021
4, 1, 1239
4, 3, 1256
4, 3, 1103
4, 3, 1037
4, 2, 1431
4, 2, 961
4, 1, 1226
4, 3, 1406
4, 3, 1138
4, 3, 1056
4, 2, 1478
4, 2, 1210
4, 1, 1129
4, 3, 1399
4, 3, 996
4, 3, 951
4, 2, 1177
4, 2, 822
4, 1, 1234
4, 3, 1183
4, 3, 991
4, 3, 1097
4, 2, 2973
4, 2, 2620
4, 1, 1132
4, 3, 1353
4, 3, 1170
4, 3, 1048
4, 2, 1049
4, 2, 750
4, 1, 1374
4, 3, 1439
4, 3, 1185
4, 3, 1190
4, 2, 1281
4, 2, 958
4, 1, 1209
4, 3, 2390
4, 3, 2057
4, 3, 1990
4, 2, 1200
4, 2, 6147
4, 1, 1097
4, 3, 1188
4, 3, 842
4, 3, 755
4, 2, 1174
4, 2, 897
4, 1, 1580
4, 3, 1746
4, 3, 1166
4, 3, 1148
4, 2, 1133
4, 2, 1006
4, 1, 1091
4, 3, 1884
4, 3, 1475
4, 3, 1541
4, 2, 1225
4, 2, 991
4, 1, 1175
4, 3, 1277
4, 3, 1080
4, 3, 982
4, 2, 1166
4, 2, 762
4, 1, 1170
4, 3, 32088
4, 3, 31762
4, 3, 31780
4, 2, 1270
4, 2, 946
4, 1, 1650
4, 3, 1493
4, 3, 1174
4, 3, 1148
4, 2, 1533
4, 2, 1172
4, 1, 1318
4, 3, 1753
4, 3, 1184
4, 3, 995
4, 2, 1236
4, 2, 1001
4, 1, 2370
4, 3, 1763
4, 3, 1536
4, 3, 1452
4, 2, 1158
4, 2, 896
4, 1, 1511
4, 3, 1283
4, 3, 1152
4, 3, 1115
4, 2, 1052
4, 2, 800
4, 1, 1117
4, 3, 1490
4, 3, 1133
4, 3, 1090
4, 2, 1189
4, 2, 856
4, 1, 1203
4, 3, 1327
4, 3, 1052
4, 3, 1172
4, 2, 1250
4, 2, 906
4, 1, 1295
4, 3, 1396
4, 3, 1155
4, 3, 1104
4, 2, 1567
4, 2, 1397
4, 1, 1169
4, 3, 1618
4, 3, 1448
4, 3, 1328
4, 2, 1381
4, 2, 1125
4, 1, 1187
4, 3, 1398
4, 3, 1247
4, 3, 1022
4, 2, 1165
4, 2, 774
4, 1, 1498
4, 3, 1167
4, 3, 935
4, 3, 950
4, 2, 1254
4, 2, 980
4, 1, 1171
4, 3, 1273
4, 3, 1082
4, 3, 1070
4, 2, 1488
4, 2, 1316
4, 1, 1332
4, 3, 1234
4, 3, 1090
4, 3, 1079
4, 2, 1250
4, 2, 1229
4, 1, 1532
4, 3, 1364
4, 3, 1152
4, 3, 1070
4, 2, 1250
4, 2, 881
4, 1, 1144
4, 3, 1354
4, 3, 1054
4, 3, 916
4, 2, 1236
4, 2, 978
4, 1, 1231
4, 3, 1252
4, 3, 993
4, 3, 1206
4, 2, 1623
4, 2, 1390
4, 1, 1248
4, 3, 1490
4, 3, 1272
4, 3, 1213
4, 2, 2327
4, 2, 2161
4, 1, 1036
4, 3, 1852
4, 3, 1518
4, 3, 1441
4, 2, 1422
4, 2, 1113
4, 1, 1200
4, 3, 1366
4, 3, 1208
4, 3, 1068
4, 2, 1329
4, 2, 1094
4, 1, 1079
4, 3, 1328
4, 3, 980
4, 3, 933
4, 2, 1480
4, 2, 1027
4, 1, 1274
4, 3, 1276
4, 3, 1060
4, 3, 1038
4, 2, 1315
4, 2, 970
4, 1, 1197
end of: 3 nodes ring test
3, 2, 936
3, 2, 687
3, 1, 1064
3, 2, 1014
3, 2, 784
3, 1, 942
3, 2, 1027
3, 2, 836
3, 1, 1437
3, 2, 1003
3, 2, 755
3, 1, 839
3, 2, 1027
3, 2, 760
3, 1, 955
3, 2, 936
3, 2, 825
3, 1, 890
3, 2, 1024
3, 2, 781
3, 1, 1291
3, 2, 967
3, 2, 779
3, 1, 928
3, 2, 1007
3, 2, 837
3, 1, 1088
3, 2, 883
