buffer size, load %, const latency ms, latency ns
50, 10, 100, 3725700183
50, 10, 100, 3725700183
50, 10, 100, 3725700183
50, 10, 100, 3725700183
50, 10, 100, 3725700183
50, 10, 100, 3725700183
50, 10, 100, 3725700183
50, 10, 100, 3725700183
50, 10, 100, 3725700183
50, 10, 100, 3725700183
50, 10, 100, 3722176163
50, 10, 100, 3723753664
50, 10, 100, 3728483395
50, 10, 100, 3728483395
50, 10, 100, 3728483395
50, 10, 100, 3728483395
50, 10, 100, 3728483395
50, 10, 100, 3728483395
50, 10, 100, 3728483395
50, 10, 100, 3728483395
50, 10, 100, 3728483395
50, 10, 100, 3728483395
50, 10, 100, 3728483395
50, 10, 100, 3728483395
50, 10, 100, 3728483395
50, 10, 100, 3728483395
50, 10, 100, 3728483395
50, 10, 100, 3728483395
50, 10, 100, 3728483395
50, 10, 100, 3728483395
50, 10, 100, 3728483395
50, 10, 100, 3728483395
50, 10, 100, 3728483395
50, 10, 100, 3728483395
50, 10, 100, 3728483395
50, 10, 100, 3715908113
50, 10, 100, 3720775170
50, 10, 100, 3719844037
50, 10, 100, 3719844037
50, 10, 100, 3719844037
50, 10, 100, 3719844037
50, 10, 100, 3719844037
50, 10, 100, 3719844037
50, 10, 100, 3719844037
50, 10, 100, 3719844037
50, 10, 100, 3719844037
50, 10, 100, 3719844037
50, 10, 100, 3719844037
50, 10, 100, 3719844037
50, 10, 100, 3719844037
50, 10, 100, 3719844037
50, 10, 100, 3719844037
50, 10, 100, 3719844037
50, 10, 100, 3719844037
50, 10, 100, 3719844037
50, 10, 100, 3719844037
50, 10, 100, 3719844037
50, 10, 100, 3719844037
50, 10, 100, 3719844037
50, 10, 100, 3719844037
50, 10, 100, 3719844037
50, 50, 100, 22242018753
50, 50, 100, 22231790104
50, 50, 100, 22231790104
50, 50, 100, 22231790104
50, 50, 100, 22231790104
50, 50, 100, 22231790104
50, 50, 100, 22231790104
50, 50, 100, 22231790104
50, 50, 100, 22231790104
50, 50, 100, 22231790104
50, 50, 100, 22231790104
50, 50, 100, 22231790104
50, 50, 100, 22201518695
50, 50, 100, 22207387757
50, 50, 100, 22207387757
50, 50, 100, 22207387757
50, 50, 100, 22207387757
50, 50, 100, 22207387757
50, 50, 100, 22207387757
50, 50, 100, 22207387757
50, 50, 100, 22207387757
50, 50, 100, 22207387757
50, 50, 100, 22207387757
50, 50, 100, 22206073149
50, 50, 100, 22209951812
50, 50, 100, 22207973702
50, 50, 100, 22207973702
50, 50, 100, 22207973702
50, 50, 100, 22207973702
50, 50, 100, 22207973702
50, 50, 100, 22207973702
50, 50, 100, 22207973702
50, 50, 100, 22207973702
50, 50, 100, 22207973702
50, 50, 100, 22207973702
50, 50, 100, 22231263239
50, 50, 100, 22221545263
50, 50, 100, 22221545263
50, 50, 100, 22221545263
50, 50, 100, 22221545263
50, 50, 100, 22221545263
50, 50, 100, 22221545263
50, 50, 100, 22221545263
50, 50, 100, 22221545263
50, 50, 100, 22221545263
50, 50, 100, 22221545263
50, 50, 100, 22221545263
50, 50, 100, 22216444656
50, 50, 100, 22215997046
50, 50, 100, 22215997046
50, 50, 100, 22215997046
50, 50, 100, 22215997046
50, 50, 100, 22215997046
50, 50, 100, 22215997046
50, 50, 100, 22215997046
50, 50, 100, 22215997046
50, 50, 100, 22215997046
50, 50, 100, 22215997046
50, 50, 100, 22215997046
50, 50, 100, 22163691136
50, 50, 100, 22157711083
50, 50, 100, 22157711083
50, 50, 100, 22157711083
50, 50, 100, 22157711083
50, 50, 100, 22157711083
50, 50, 100, 22157711083
50, 50, 100, 22157711083
50, 50, 100, 22157711083
50, 50, 100, 22157711083
50, 50, 100, 22157711083
50, 50, 100, 22216113381
50, 50, 100, 22196332289
50, 50, 100, 22196332289
50, 50, 100, 22196332289
50, 50, 100, 22196332289
50, 50, 100, 22196332289
50, 50, 100, 22196332289
50, 50, 100, 22196332289
50, 50, 100, 22196332289
50, 50, 100, 22196332289
50, 50, 100, 22196332289
50, 50, 100, 22196332289
50, 50, 100, 22141522243
50, 50, 100, 22140804008
50, 50, 100, 22140804008
50, 50, 100, 22140804008
50, 50, 100, 22140804008
50, 50, 100, 22140804008
50, 50, 100, 22140804008
50, 80, 100, 36151288902
50, 80, 100, 36154876789
50, 80, 100, 36154876789
50, 80, 100, 36154876789
50, 80, 100, 36148726037
50, 80, 100, 36160140585
50, 80, 100, 36160140585
50, 80, 100, 36160140585
50, 80, 100, 36083660366
50, 80, 100, 36096012080
50, 80, 100, 36096012080
50, 80, 100, 36096012080
50, 80, 100, 36096012080
50, 80, 100, 36145120382
50, 80, 100, 36145120382
50, 80, 100, 36145120382
50, 80, 100, 36145120382
50, 80, 100, 36122646942
50, 80, 100, 36122646942
50, 80, 100, 36122646942
50, 80, 100, 36122646942
50, 80, 100, 36358304315
50, 80, 100, 36358304315
50, 80, 100, 36358304315
50, 80, 100, 36358304315
50, 80, 100, 36901164903
50, 80, 100, 36901164903
50, 80, 100, 36901164903
50, 80, 100, 36901164903
50, 80, 100, 37144975181
50, 80, 100, 37142412370
50, 80, 100, 37142412370
50, 80, 100, 37142412370
50, 80, 100, 37167547772
50, 80, 100, 37153068549
50, 80, 100, 37153068549
50, 80, 100, 37153068549
50, 80, 100, 37153068549
50, 80, 100, 37193610593
50, 80, 100, 37193610593
50, 80, 100, 37193610593
50, 80, 100, 37193610593
50, 80, 100, 37433805526
50, 80, 100, 37433805526
50, 80, 100, 37433805526
50, 80, 100, 37433805526
50, 80, 100, 37411430778
50, 80, 100, 37417103203
50, 80, 100, 37417103203
50, 80, 100, 37417103203
50, 80, 100, 37315298563
50, 80, 100, 37341304798
50, 80, 100, 37341304798
50, 80, 100, 37341304798
50, 80, 100, 37341304798
50, 80, 100, 37372501107
50, 80, 100, 37372501107
50, 80, 100, 37372501107
50, 80, 100, 37372501107
50, 80, 100, 37324976578
50, 80, 100, 37324976578
50, 80, 100, 37324976578
50, 80, 100, 37324976578
50, 80, 100, 36902663942
50, 80, 100, 36902663942
50, 80, 100, 36902663942
50, 80, 100, 36902663942
50, 80, 100, 36379461762
50, 80, 100, 36379461762
50, 80, 100, 36379461762
50, 80, 100, 36379461762
50, 80, 100, 36361350880
50, 80, 100, 36365472688
50, 80, 100, 36365472688
50, 80, 100, 36365472688
50, 80, 100, 36376873473
50, 80, 100, 36373605791
50, 80, 100, 36373605791
50, 80, 100, 36373605791
50, 80, 100, 36433011577
50, 80, 100, 36440835556
50, 80, 100, 36440835556
50, 80, 100, 36440835556
50, 80, 100, 36440835556
50, 80, 100, 36504828885
50, 80, 100, 36504828885
50, 80, 100, 36504828885
50, 80, 100, 36504828885
50, 80, 100, 36498890535
50, 80, 100, 36498890535
50, 80, 100, 36498890535
50, 80, 100, 36498890535
50, 80, 100, 36667617135
50, 80, 100, 36667617135
50, 80, 100, 36667617135
50, 80, 100, 36667617135
10, 50, 10, 429995659
10, 50, 10, 426884159
10, 50, 10, 437289494
10, 50, 10, 451433186
10, 50, 10, 436500828
10, 50, 10, 435327578
10, 50, 10, 432588679
10, 50, 10, 428587019
10, 50, 10, 403240881
10, 50, 10, 389145725
10, 50, 10, 396781628
10, 50, 10, 387636305
10, 50, 10, 383227127
10, 50, 10, 396324613
10, 50, 10, 388262369
10, 50, 10, 406739112
10, 50, 10, 399824835
10, 50, 10, 402896980
10, 50, 10, 416788183
10, 50, 10, 404056328
10, 50, 10, 410973178
10, 50, 10, 407373012
10, 50, 10, 388394239
10, 50, 10, 395793283
10, 50, 10, 402575995
10, 50, 10, 404769797
10, 50, 10, 391386845
10, 50, 10, 369066760
10, 50, 10, 363562035
10, 50, 10, 388893627
10, 50, 10, 386200607
10, 50, 10, 363213290
10, 50, 10, 360539776
10, 50, 10, 366946623
10, 50, 10, 376087804
10, 50, 10, 378791002
10, 50, 10, 370424872
10, 50, 10, 376135852
10, 50, 10, 371259654
10, 50, 10, 368045062
10, 50, 10, 364923174
10, 50, 10, 376293646
10, 50, 10, 375550573
10, 50, 10, 377989550
10, 50, 10, 371324510
10, 50, 10, 382446903
10, 50, 10, 374657445
10, 50, 10, 373419046
10, 50, 10, 366364415
10, 50, 10, 358710522
10, 50, 10, 377389798
10, 50, 10, 367715802
10, 50, 10, 400073767
10, 50, 10, 399278649
10, 50, 10, 414354138
10, 50, 10, 422857569
10, 50, 10, 421575378
10, 50, 10, 409047875
10, 50, 10, 425052920
10, 50, 10, 425965872
10, 50, 10, 424091151
10, 50, 10, 394679646
10, 50, 10, 417690952
10, 50, 10, 404654449
10, 50, 10, 416956871
10, 50, 10, 412209704
10, 50, 10, 410534561
10, 50, 10, 415594909
10, 50, 10, 429014711
10, 50, 10, 422207562
10, 50, 10, 430809615
10, 50, 10, 428254848
10, 50, 10, 414158483
10, 50, 10, 426193443
10, 50, 10, 427756234
10, 50, 10, 441659832
10, 50, 10, 451179702
10, 50, 10, 443293858
10, 50, 10, 442288986
10, 50, 10, 423521586
10, 50, 10, 445535068
10, 50, 10, 436094280
10, 50, 10, 445363606
10, 50, 10, 432212205
10, 50, 10, 445364154
10, 50, 10, 448303290
10, 50, 10, 440538885
10, 50, 10, 444774154
10, 50, 10, 448584318
10, 50, 10, 442520392
10, 50, 10, 439478410
10, 50, 10, 433914814
10, 50, 10, 440246160
10, 50, 10, 448408729
10, 50, 10, 463400351
10, 50, 10, 452705792
10, 50, 10, 455222509
10, 50, 10, 441790118
10, 50, 10, 458223377
10, 80, 10, 765043436
10, 80, 10, 770853502
10, 80, 10, 780169989
10, 80, 10, 786248405
10, 80, 10, 754801181
10, 80, 10, 755159546
10, 80, 10, 700225693
10, 80, 10, 729951839
10, 80, 10, 704566061
10, 80, 10, 747490396
10, 80, 10, 749330743
10, 80, 10, 705647322
10, 80, 10, 713826598
10, 80, 10, 737239177
10, 80, 10, 717874888
10, 80, 10, 721262090
10, 80, 10, 707534813
10, 80, 10, 726004752
10, 80, 10, 740470673
10, 80, 10, 753700926
10, 80, 10, 743383465
10, 80, 10, 736918287
10, 80, 10, 729961496
10, 80, 10, 737935579
10, 80, 10, 737036674
10, 80, 10, 728681482
10, 80, 10, 723842712
10, 80, 10, 728049435
10, 80, 10, 724392742
10, 80, 10, 730801998
10, 80, 10, 736825066
10, 80, 10, 737884144
10, 80, 10, 727225959
10, 80, 10, 726245500
10, 80, 10, 742534822
10, 80, 10, 753580129
10, 80, 10, 751991231
10, 80, 10, 746987012
10, 80, 10, 758145681
10, 80, 10, 749651935
10, 80, 10, 753594612
10, 80, 10, 750014254
10, 80, 10, 737452795
10, 80, 10, 737934344
10, 80, 10, 731901723
10, 80, 10, 734171736
10, 80, 10, 738550490
10, 80, 10, 748749206
10, 80, 10, 752271989
10, 80, 10, 734764299
10, 80, 10, 746526369
10, 80, 10, 716296881
10, 80, 10, 724729756
10, 80, 10, 733904149
10, 80, 10, 745042952
10, 80, 10, 751034351
10, 80, 10, 728954792
10, 80, 10, 747278219
10, 80, 10, 731295019
10, 80, 10, 719441129
10, 80, 10, 725940455
10, 80, 10, 735052419
10, 80, 10, 739269202
10, 80, 10, 726932404
10, 80, 10, 740313328
10, 80, 10, 746418455
10, 80, 10, 744277134
10, 80, 10, 752988488
10, 80, 10, 758920440
10, 80, 10, 773511602
10, 80, 10, 777141264
10, 80, 10, 779982561
10, 80, 10, 766514019
10, 80, 10, 765588906
10, 80, 10, 767914559
10, 80, 10, 770293162
10, 80, 10, 783467460
10, 80, 10, 774600959
10, 80, 10, 782908977
10, 80, 10, 777488287
10, 80, 10, 786220793
10, 80, 10, 781393347
10, 80, 10, 796462963
10, 80, 10, 787967579
10, 80, 10, 782415836
10, 80, 10, 767823876
10, 80, 10, 774409911
10, 80, 10, 750692863
10, 80, 10, 770174387
10, 80, 10, 781972725
10, 80, 10, 757950173
10, 80, 10, 777461512
10, 80, 10, 758108696
10, 80, 10, 772469974
10, 80, 10, 769841299
10, 80, 10, 770851431
10, 80, 10, 767050922
10, 80, 10, 769251636
10, 80, 10, 795809412
20, 10, 10, 132323272
20, 10, 10, 107944267
20, 10, 10, 120915488
20, 10, 10, 122780225
20, 10, 10, 126790225
20, 10, 10, 106474582
20, 10, 10, 139459480
20, 10, 10, 124558538
20, 10, 10, 89462798
20, 10, 10, 111239528
20, 10, 10, 118429671
20, 10, 10, 127427347
20, 10, 10, 114255329
20, 10, 10, 117030591
20, 10, 10, 114485749
20, 10, 10, 111666899
20, 10, 10, 99418825
20, 10, 10, 133941650
20, 10, 10, 92972599
20, 10, 10, 130613543
20, 10, 10, 138441196
20, 10, 10, 132584410
20, 10, 10, 116002098
20, 10, 10, 139972444
20, 10, 10, 129661863
20, 10, 10, 137999852
20, 10, 10, 138310393
20, 10, 10, 118467730
20, 10, 10, 62214469
20, 10, 10, 125099145
20, 10, 10, 131851304
20, 10, 10, 130079712
20, 10, 10, 107248558
20, 10, 10, 135476555
20, 10, 10, 138148954
20, 10, 10, 140646622
20, 10, 10, 138238866
20, 10, 10, 123696766
20, 10, 10, 87249942
20, 10, 10, 133000257
20, 10, 10, 106279018
20, 10, 10, 123718566
20, 10, 10, 127809581
20, 10, 10, 136127518
20, 10, 10, 123432051
20, 10, 10, 119121909
20, 10, 10, 125387488
20, 10, 10, 120987159
20, 10, 10, 102558389
20, 10, 10, 110871080
20, 10, 10, 91625452
20, 10, 10, 117579292
20, 10, 10, 107183430
20, 10, 10, 120403312
20, 10, 10, 134477718
20, 10, 10, 137186618
20, 10, 10, 134287006
20, 10, 10, 133770134
20, 10, 10, 134796364
20, 10, 10, 119794716
20, 10, 10, 89233954
20, 10, 10, 130151332
20, 10, 10, 110894221
20, 10, 10, 127746415
20, 10, 10, 139835458
20, 10, 10, 130348842
20, 10, 10, 136581647
20, 10, 10, 133530993
20, 10, 10, 124142399
20, 10, 10, 125989557
20, 10, 10, 110821867
20, 10, 10, 119961961
20, 10, 10, 130014374
20, 10, 10, 138001833
20, 10, 10, 127453726
20, 10, 10, 126975966
20, 10, 10, 130857836
20, 10, 10, 100533903
20, 10, 10, 122743714
20, 10, 10, 129095076
20, 10, 10, 94280940
20, 10, 10, 127433207
20, 10, 10, 141358205
20, 10, 10, 136323114
20, 10, 10, 138924030
20, 10, 10, 136267324
20, 10, 10, 117046338
20, 10, 10, 124981412
20, 10, 10, 115136438
20, 10, 10, 107157156
20, 10, 10, 89484026
20, 10, 10, 103882647
20, 10, 10, 76570001
20, 10, 10, 110444102
20, 10, 10, 109308208
20, 10, 10, 96418889
20, 10, 10, 136166719
20, 10, 10, 136222336
20, 10, 10, 134356678
20, 50, 10, 943231748
20, 50, 10, 963445395
20, 50, 10, 986620681
20, 50, 10, 968808936
20, 50, 10, 952840385
20, 50, 10, 1004442632
20, 50, 10, 962876849
20, 50, 10, 984841924
20, 50, 10, 967124850
20, 50, 10, 1007861293
20, 50, 10, 941874424
20, 50, 10, 981140038
20, 50, 10, 1006318126
20, 50, 10, 981866479
20, 50, 10, 952325456
20, 50, 10, 1025873282
20, 50, 10, 946886245
20, 50, 10, 965979332
20, 50, 10, 971536354
20, 50, 10, 995865977
20, 50, 10, 970218368
20, 50, 10, 952145085
20, 50, 10, 978336714
20, 50, 10, 990258537
20, 50, 10, 953892926
20, 50, 10, 978972180
20, 50, 10, 928437662
20, 50, 10, 1018838290
20, 50, 10, 960740114
20, 50, 10, 973651020
20, 50, 10, 982140690
20, 50, 10, 944777293
20, 50, 10, 980225819
20, 50, 10, 988525396
20, 50, 10, 957498421
20, 50, 10, 981718583
20, 50, 10, 945557806
20, 50, 10, 1036774499
20, 50, 10, 970703233
20, 50, 10, 991439069
20, 50, 10, 981712470
20, 50, 10, 955439501
20, 50, 10, 987228371
20, 50, 10, 966235843
20, 50, 10, 994438704
20, 50, 10, 951650244
20, 50, 10, 942990398
20, 50, 10, 1016309099
20, 50, 10, 970854146
20, 50, 10, 958003790
20, 50, 10, 1006630735
20, 50, 10, 943606812
20, 50, 10, 1026922392
20, 50, 10, 1004099331
20, 50, 10, 952694816
20, 50, 10, 958480169
20, 50, 10, 888600505
20, 50, 10, 1010671245
20, 50, 10, 1009354859
20, 50, 10, 953166611
20, 50, 10, 999756024
20, 50, 10, 937596998
20, 50, 10, 984640214
20, 50, 10, 1012974450
20, 50, 10, 955253732
20, 50, 10, 980791121
20, 50, 10, 872978784
20, 50, 10, 1001679180
20, 50, 10, 1021149754
20, 50, 10, 932022904
20, 50, 10, 996105257
20, 50, 10, 971373552
20, 50, 10, 1004822306
20, 50, 10, 1025729591
20, 50, 10, 910653780
20, 50, 10, 1009998452
20, 50, 10, 851160438
20, 50, 10, 1044884996
20, 50, 10, 985561828
20, 50, 10, 961928424
20, 50, 10, 997911614
20, 50, 10, 896981532
20, 50, 10, 938613307
20, 50, 10, 964033443
20, 50, 10, 876098149
20, 50, 10, 931989395
20, 50, 10, 795375458
20, 50, 10, 911999911
20, 50, 10, 941124427
20, 50, 10, 863030112
20, 50, 10, 978268941
20, 50, 10, 940671694
20, 50, 10, 895936454
20, 50, 10, 1047959936
20, 50, 10, 896722227
20, 50, 10, 1005294124
20, 50, 10, 847133981
20, 50, 10, 989240005
20, 80, 10, 1600419212
20, 80, 10, 1600281123
20, 80, 10, 1611875238
20, 80, 10, 1624472367
20, 80, 10, 1621682425
20, 80, 10, 1609885275
20, 80, 10, 1602692280
20, 80, 10, 1602296056
20, 80, 10, 1648722899
20, 80, 10, 1634508454
20, 80, 10, 1611144847
20, 80, 10, 1612527354
20, 80, 10, 1604974282
20, 80, 10, 1641688554
20, 80, 10, 1606598822
20, 80, 10, 1607981845
20, 80, 10, 1645238526
20, 80, 10, 1617333317
20, 80, 10, 1627827281
20, 80, 10, 1634775048
20, 80, 10, 1611548305
20, 80, 10, 1616540445
20, 80, 10, 1592624117
20, 80, 10, 1636730042
20, 80, 10, 1613761523
20, 80, 10, 1604398431
20, 80, 10, 1629664637
20, 80, 10, 1601268883
20, 80, 10, 1646967728
20, 80, 10, 1606165885
20, 80, 10, 1615069471
20, 80, 10, 1612541336
20, 80, 10, 1604569572
20, 80, 10, 1604192003
20, 80, 10, 1614062476
20, 80, 10, 1576329838
20, 80, 10, 1629502953
20, 80, 10, 1604410026
20, 80, 10, 1679252174
20, 80, 10, 1596674251
20, 80, 10, 1618185078
20, 80, 10, 1571599316
20, 80, 10, 1644316664
20, 80, 10, 1581404907
20, 80, 10, 1646039569
20, 80, 10, 1590019410
20, 80, 10, 1631625814
20, 80, 10, 1623740813
20, 80, 10, 1725220630
20, 80, 10, 1563814454
20, 80, 10, 1648106256
20, 80, 10, 1574273658
20, 80, 10, 1634827685
20, 80, 10, 1605793353
20, 80, 10, 1646415006
20, 80, 10, 1629749000
20, 80, 10, 1627413311
20, 80, 10, 1615130326
20, 80, 10, 1676000911
20, 80, 10, 1563434396
20, 80, 10, 1676813030
20, 80, 10, 1566559923
20, 80, 10, 1624304833
20, 80, 10, 1596528212
20, 80, 10, 1601481037
20, 80, 10, 1595394451
20, 80, 10, 1603370399
20, 80, 10, 1616820328
20, 80, 10, 1712756408
20, 80, 10, 1575481347
20, 80, 10, 1663507152
20, 80, 10, 1558479759
20, 80, 10, 1612534596
20, 80, 10, 1646540149
20, 80, 10, 1632282000
20, 80, 10, 1607142940
20, 80, 10, 1600199812
20, 80, 10, 1614431802
20, 80, 10, 1708754524
20, 80, 10, 1565317123
20, 80, 10, 1627845854
20, 80, 10, 1609351805
20, 80, 10, 1599479240
20, 80, 10, 1637145609
20, 80, 10, 1630056026
20, 80, 10, 1590382917
20, 80, 10, 1616334204
20, 80, 10, 1625836637
20, 80, 10, 1691677960
20, 80, 10, 1564591433
20, 80, 10, 1655643916
20, 80, 10, 1603397624
20, 80, 10, 1617119094
20, 80, 10, 1643681361
20, 80, 10, 1576199592
20, 80, 10, 1602295844
20, 80, 10, 1623731743
20, 80, 10, 1656979795
50, 10, 10, 432424457
50, 10, 10, 437020562
50, 10, 10, 437576367
50, 10, 10, 424232994
50, 10, 10, 477100877
50, 10, 10, 450098616
50, 10, 10, 458218163
50, 10, 10, 427785721
50, 10, 10, 438958785
50, 10, 10, 492753651
50, 10, 10, 436764586
50, 10, 10, 455466202
50, 10, 10, 375459798
50, 10, 10, 443690281
50, 10, 10, 479656619
50, 10, 10, 445664383
50, 10, 10, 437949292
50, 10, 10, 430833593
50, 10, 10, 436529512
50, 10, 10, 485541188
50, 10, 10, 438516032
50, 10, 10, 456803089
50, 10, 10, 366103754
50, 10, 10, 413715890
50, 10, 10, 456291260
50, 10, 10, 449473209
50, 10, 10, 407669773
50, 10, 10, 372015621
50, 10, 10, 460737892
50, 10, 10, 464113193
50, 10, 10, 461180743
50, 10, 10, 477272470
50, 10, 10, 357145370
50, 10, 10, 422715026
50, 10, 10, 479303178
50, 10, 10, 477724744
50, 10, 10, 421113550
50, 10, 10, 404909924
50, 10, 10, 472467464
50, 10, 10, 467238121
50, 10, 10, 445230805
50, 10, 10, 501945775
50, 10, 10, 340082182
50, 10, 10, 404768351
50, 10, 10, 485524091
50, 10, 10, 488879577
50, 10, 10, 409833960
50, 10, 10, 388878810
50, 10, 10, 485081183
50, 10, 10, 468551237
50, 10, 10, 463607276
50, 10, 10, 479256022
50, 10, 10, 376807397
50, 10, 10, 384459316
50, 10, 10, 479970014
50, 10, 10, 487403813
50, 10, 10, 420378142
50, 10, 10, 409277866
50, 10, 10, 475348477
50, 10, 10, 474012313
50, 10, 10, 477970607
50, 10, 10, 475514063
50, 10, 10, 344872419
50, 10, 10, 403229142
50, 10, 10, 473679310
50, 10, 10, 490240537
50, 10, 10, 427840142
50, 10, 10, 379530097
50, 10, 10, 500518756
50, 10, 10, 500404276
50, 10, 10, 501054399
50, 10, 10, 494929926
50, 10, 10, 351757341
50, 10, 10, 397390357
50, 10, 10, 483022369
50, 10, 10, 491756626
50, 10, 10, 461174940
50, 10, 10, 359350589
50, 10, 10, 466463377
50, 10, 10, 485444886
50, 10, 10, 486539348
50, 10, 10, 481468145
50, 10, 10, 345247440
50, 10, 10, 393448606
50, 10, 10, 487841159
50, 10, 10, 485502933
50, 10, 10, 466127440
50, 10, 10, 317541453
50, 10, 10, 470789095
50, 10, 10, 488187200
50, 10, 10, 455586011
50, 10, 10, 458086508
50, 10, 10, 369843478
50, 10, 10, 402548932
50, 10, 10, 479151840
50, 10, 10, 475143210
50, 10, 10, 485231676
50, 10, 10, 345186333
50, 10, 10, 489849282
50, 50, 10, 2549617427
50, 50, 10, 2549083233
50, 50, 10, 2561715778
50, 50, 10, 2594168176
50, 50, 10, 2556800585
50, 50, 10, 2581608220
50, 50, 10, 2597172698
50, 50, 10, 2567395766
50, 50, 10, 2543102519
50, 50, 10, 2614062565
50, 50, 10, 2570486243
50, 50, 10, 2594848143
50, 50, 10, 2582563729
50, 50, 10, 2627396493
50, 50, 10, 2541634151
50, 50, 10, 2575137856
50, 50, 10, 2620155770
50, 50, 10, 2580495112
50, 50, 10, 2547613148
50, 50, 10, 2582920609
50, 50, 10, 2575114178
50, 50, 10, 2583683152
50, 50, 10, 2548303588
50, 50, 10, 2610250709
50, 50, 10, 2536503805
50, 50, 10, 2534183467
50, 50, 10, 2593055415
50, 50, 10, 2579021121
50, 50, 10, 2496534806
50, 50, 10, 2580524064
50, 50, 10, 2550692107
50, 50, 10, 2563241076
50, 50, 10, 2563265081
50, 50, 10, 2686526502
50, 50, 10, 2508804985
50, 50, 10, 2555854468
50, 50, 10, 2605596404
50, 50, 10, 2614424600
50, 50, 10, 2509194127
50, 50, 10, 2620284587
50, 50, 10, 2573464673
50, 50, 10, 2569873589
50, 50, 10, 2578699690
50, 50, 10, 2679372616
50, 50, 10, 2462103430
50, 50, 10, 2574237433
50, 50, 10, 2577611349
50, 50, 10, 2582873439
50, 50, 10, 2511147447
50, 50, 10, 2560595621
50, 50, 10, 2576452587
50, 50, 10, 2577800837
50, 50, 10, 2602893727
50, 50, 10, 2731364840
50, 50, 10, 2466644896
50, 50, 10, 2644582190
50, 50, 10, 2565519434
50, 50, 10, 2623037148
50, 50, 10, 2522659058
50, 50, 10, 2556223868
50, 50, 10, 2556272526
50, 50, 10, 2507397580
50, 50, 10, 2623845166
50, 50, 10, 2743729838
50, 50, 10, 2420787819
50, 50, 10, 2614454485
50, 50, 10, 2519545500
50, 50, 10, 2590541020
50, 50, 10, 2529590074
50, 50, 10, 2599171889
50, 50, 10, 2599162843
50, 50, 10, 2510497630
50, 50, 10, 2593939284
50, 50, 10, 2709684195
50, 50, 10, 2405825569
50, 50, 10, 2662092011
50, 50, 10, 2594046824
50, 50, 10, 2620897026
50, 50, 10, 2465371608
50, 50, 10, 2585660465
50, 50, 10, 2592572743
50, 50, 10, 2549370833
50, 50, 10, 2595199570
50, 50, 10, 2730733900
50, 50, 10, 2389172797
50, 50, 10, 2645413928
50, 50, 10, 2566221470
50, 50, 10, 2639252880
50, 50, 10, 2507820816
50, 50, 10, 2601760641
50, 50, 10, 2578018491
50, 50, 10, 2521506692
50, 50, 10, 2594789526
50, 50, 10, 2755360281
50, 50, 10, 2347098005
50, 50, 10, 2643239263
50, 50, 10, 2569451286
50, 80, 10, 4160141068
50, 80, 10, 4160094739
50, 80, 10, 4170990608
50, 80, 10, 4147490561
50, 80, 10, 4195407165
50, 80, 10, 4193106904
50, 80, 10, 4149016889
50, 80, 10, 4236933021
50, 80, 10, 4184010299
50, 80, 10, 4172769499
50, 80, 10, 4186967621
50, 80, 10, 4179301753
50, 80, 10, 4247437015
50, 80, 10, 4155474716
50, 80, 10, 4201622066
50, 80, 10, 4153250685
50, 80, 10, 4165317955
50, 80, 10, 4214266626
50, 80, 10, 4165811489
50, 80, 10, 4179102593
50, 80, 10, 4197057440
50, 80, 10, 4179550776
50, 80, 10, 4237827943
50, 80, 10, 4081485324
50, 80, 10, 4245403490
50, 80, 10, 4109243363
50, 80, 10, 4181849023
50, 80, 10, 4203315788
50, 80, 10, 4160637932
50, 80, 10, 4185172742
50, 80, 10, 4162017545
50, 80, 10, 4215716064
50, 80, 10, 4206501771
50, 80, 10, 4092764920
50, 80, 10, 4287385269
50, 80, 10, 4147422177
50, 80, 10, 4212527057
50, 80, 10, 4247901433
50, 80, 10, 4173906752
50, 80, 10, 4176326783
50, 80, 10, 4176406653
50, 80, 10, 4221334867
50, 80, 10, 4220628416
50, 80, 10, 4032802855
50, 80, 10, 4252297807
50, 80, 10, 4070565422
50, 80, 10, 4137568392
50, 80, 10, 4197876509
50, 80, 10, 4113932812
50, 80, 10, 4151687786
50, 80, 10, 4126513922
50, 80, 10, 4164199298
50, 80, 10, 4238319138
50, 80, 10, 4034508912
50, 80, 10, 4228234327
50, 80, 10, 4083786519
50, 80, 10, 4139851539
50, 80, 10, 4225607143
50, 80, 10, 4157078873
50, 80, 10, 4217950109
50, 80, 10, 4208850684
50, 80, 10, 4151897032
50, 80, 10, 4232182489
50, 80, 10, 4071716907
50, 80, 10, 4241582215
50, 80, 10, 4121212986
50, 80, 10, 4171387159
50, 80, 10, 4196248010
50, 80, 10, 4147839269
50, 80, 10, 4194283886
50, 80, 10, 4221745435
50, 80, 10, 4163712245
50, 80, 10, 4249157304
50, 80, 10, 4071967669
50, 80, 10, 4244650013
50, 80, 10, 4118875053
50, 80, 10, 4218585006
50, 80, 10, 4246359075
50, 80, 10, 4110570101
50, 80, 10, 4216088976
50, 80, 10, 4181096588
50, 80, 10, 4139152423
50, 80, 10, 4202706924
50, 80, 10, 4079777203
50, 80, 10, 4237603772
50, 80, 10, 4087517651
50, 80, 10, 4186664674
50, 80, 10, 4230974043
50, 80, 10, 4095689882
50, 80, 10, 4202986631
50, 80, 10, 4202042010
50, 80, 10, 4128934934
50, 80, 10, 4212657229
50, 80, 10, 4043352068
50, 80, 10, 4293033043
10, 10, 10, 17389998
10, 10, 10, 18311791
